,Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
683,684,M,43,165,1,2.0,3.0,,,,20.96642857142857,12881.371071428572,20469.94,,,,1505.4192857142857,1499.402857142857,3.0,2.0,699.3153571428572,699.3153571428572,285.7142857142857,281.4582142857143,132.14285714285714,13.0,13.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
684,685,M,60,158,1,,1.0,1.0,,,379.38214285714287,,169.67464285714286,0.0,,,695.8896428571428,695.8653571428571,7.0,6.0,1213.2832142857144,1166.885,428.57142857142856,140.7607142857143,413.67857142857144,23.0,19.0,4.0,3.0,8.0,,,,,,
685,686,M,57,51,1,,,,,,1146.879642857143,,,,,,513.3592857142856,513.3592857142856,3.0,3.0,496.73999999999995,496.73999999999995,0.0,0.0,119.21857142857142,7.0,7.0,0.0,0.0,5.0,1.0,1.0,1.0,0.6292857142857143,8.392857142857142,18.785714285714285
686,687,F,43,57,2,,,,,,338.58964285714285,,,,,,2610.36,2610.36,5.0,5.0,1199.0325,1199.0325,22.557142857142857,180.32714285714286,988.5357142857143,20.0,20.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
687,688,F,71,100,1,,,,,,585.0828571428572,,,,,,1571.4471428571428,1571.4471428571428,2.0,2.0,1161.0214285714285,1161.0214285714285,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,
688,689,F,39,133,1,,,,,,396.30821428571426,,,,,,1071.4289285714285,1071.4289285714285,3.0,3.0,908.275,908.275,0.0,10.785714285714286,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,690,F,72,105,1,1.0,,,,,86.02428571428571,4203.438571428572,,,,,0.18464285714285714,0.0,1.0,0.0,0.8921428571428571,0.8921428571428571,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
690,691,F,41,216,1,,,,,,225.8607142857143,,,,,,1500.0049999999999,1500.0049999999999,3.0,3.0,1667.939285714286,1667.939285714286,142.85714285714286,252.975,1264.9285714285713,38.0,38.0,2.0,14.0,19.0,0.0,0.0,1.0,0.0,0.0,4.642857142857143
691,692,M,32,126,1,,,1.0,,,641.1296428571429,,,0.0,,,1092.6328571428571,930.532142857143,13.0,10.0,1142.7139285714286,980.6467857142858,71.42857142857143,120.39285714285714,567.0103571428572,31.0,25.0,2.0,9.0,9.0,0.0,1.0,1.0,0.0,4.285714285714286,13.13107142857143
692,693,F,15,54,1,,,1.0,,,2889.781785714286,,,0.0,,,1581.5092857142859,1581.5092857142859,5.0,5.0,1457.8482142857142,1457.8482142857142,292.85714285714283,443.3125,712.5357142857143,65.0,65.0,10.0,27.0,21.0,1.0,0.0,1.0,0.21357142857142858,0.0,17.107142857142858
693,694,F,34,40,1,1.0,,,,1.0,0.002142857142857143,114458.45678571428,,,,117.65392857142857,1028.2649999999999,927.1357142857142,5.0,3.0,754.782142857143,754.782142857143,232.14285714285714,182.0,16.964285714285715,12.0,12.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,5.5725,0.0
694,695,F,34,13,1,,,,,,0.015,,,,,,820.1121428571429,820.1121428571429,2.0,2.0,970.9582142857143,970.9582142857143,410.7142857142857,86.38678571428571,470.4642857142857,21.0,21.0,3.0,8.0,9.0,,,,,,
695,696,F,44,175,1,,,,,1.0,2644.6042857142857,,,,,3301.6385714285716,1521.2507142857141,1459.827142857143,5.0,4.0,1591.185714285714,1584.5071428571428,1035.7142857142858,206.07857142857142,241.32142857142858,26.0,24.0,4.0,11.0,7.0,,,,,,
696,697,F,54,256,1,,,1.0,1.0,,2474.8224999999998,,,0.0,642.2321428571429,,6189.925357142857,4086.6110714285714,44.0,33.0,7339.983928571428,4206.251428571429,357.14285714285717,636.5507142857142,1769.9146428571428,95.0,39.0,1.0,25.0,31.0,,,,,,
697,698,M,51,102,1,1.0,,,,,64.74285714285715,1841.0621428571428,,,,,1664.4432142857145,1659.095,3.0,2.0,28.678571428571427,28.678571428571427,0.0,0.0,26.285714285714285,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
698,699,M,37,175,1,,4.0,1.0,,,1823.0571428571427,,18491.444285714286,0.0,,,1033.4960714285714,778.37,8.0,6.0,661.4832142857142,566.1260714285714,89.28571428571429,0.0,216.89285714285714,13.0,10.0,2.0,0.0,5.0,,,,,,
699,700,M,34,80,1,,,,,,345.3353571428571,,,,,,60.71714285714285,60.71714285714285,2.0,2.0,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.67785714285714,0.0,0.0
700,701,F,39,151,3,1.0,,,,,0.0,34394.555714285714,,,,,168.465,168.46464285714288,4.0,3.0,179.05714285714288,179.05714285714288,153.57142857142858,14.771428571428572,10.714285714285714,7.0,7.0,3.0,3.0,1.0,,,,,,
701,702,F,71,168,1,1.0,1.0,,1.0,,238.22785714285715,391.9985714285714,4718.126071428572,,0.0,,1846.1646428571428,1677.8778571428572,15.0,8.0,1764.9275,1523.7382142857143,496.42857142857144,676.5346428571429,479.32142857142856,46.0,40.0,4.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
702,703,F,21,149,1,,6.0,,,,198.87964285714287,,125.12571428571428,,,,370.1471428571429,370.1471428571429,5.0,5.0,518.8107142857143,126.88214285714285,71.42857142857143,55.45357142857143,0.0,10.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.107142857142857
703,704,F,63,138,1,,,,,,403.4421428571428,,,,,,213.38071428571428,213.38071428571428,3.0,3.0,379.39285714285717,379.39285714285717,0.0,0.0,267.7142857142857,5.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.1075,0.0
704,705,M,34,64,3,,,,,,191.1260714285714,,,,,,992.2871428571428,992.2871428571428,3.0,3.0,959.5,959.5,789.2857142857143,23.392857142857142,138.03571428571428,38.0,38.0,16.0,3.0,4.0,0.0,1.0,0.0,0.0,2.138571428571429,0.0
705,706,F,31,220,1,,,,,,1405.1271428571429,,,,,,17.858214285714286,17.858214285714286,2.0,2.0,55.142857142857146,55.142857142857146,53.57142857142857,0.0,0.0,4.0,4.0,2.0,0.0,0.0,,,,,,
706,707,M,88,75,1,,,,,,317.8646428571428,,,,,,52.44392857142857,52.44392857142857,2.0,2.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
707,708,M,49,181,1,,,,,,0.0,,,,,,2.1785714285714284,2.1785714285714284,1.0,1.0,22.085714285714285,22.085714285714285,14.285714285714286,7.8,0.0,3.0,3.0,1.0,2.0,0.0,,,,,,
708,709,M,26,25,1,,,,,,683.5714285714286,,,,,,5259.26,5259.26,2.0,2.0,8651.025,8651.025,214.28571428571428,94.09642857142856,8337.535714285714,16.0,16.0,2.0,3.0,8.0,0.0,1.0,0.0,0.0,3.965357142857143,0.0
709,710,F,33,179,1,,,,,,1026.117857142857,,,,,,492.6075,492.6075,6.0,6.0,487.9142857142857,487.9142857142857,432.14285714285717,55.771428571428565,0.0,20.0,20.0,10.0,10.0,0.0,,,,,,
710,711,F,26,150,1,,,,,,111.12678571428572,,,,,,396.0735714285714,396.0735714285714,3.0,3.0,704.9428571428572,704.9428571428572,0.0,369.70714285714286,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,712,F,51,48,1,,,1.0,,1.0,3551.878214285714,,,0.0,,1985.3728571428571,999.0375,683.7485714285714,8.0,5.0,948.7114285714285,683.7485714285714,346.42857142857144,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,713,M,50,67,1,,,1.0,,,113.40928571428572,,,350.11357142857145,,,860.505,860.505,3.0,3.0,871.1607142857143,871.1607142857143,521.4285714285714,278.73214285714283,67.39285714285714,29.0,29.0,6.0,16.0,5.0,0.0,0.0,1.0,0.0,0.0,11.875
713,714,M,52,181,1,1.0,,,,,224.44250000000002,5495.8610714285705,,,,,23.684642857142855,0.020714285714285713,4.0,2.0,111.1417857142857,111.1417857142857,0.0,0.0,107.21392857142857,6.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.0
714,715,M,37,63,1,1.0,,,1.0,,4661.019642857143,20.544642857142858,,,0.7142857142857143,,15399.604285714286,15348.495714285715,10.0,4.0,14994.734642857144,14992.3775,357.14285714285717,288.4642857142857,14294.663214285714,38.0,34.0,2.0,10.0,19.0,,,,,,
715,716,F,37,107,1,,,,,,5070.659642857143,,,,,,115.44892857142858,115.44892857142858,2.0,2.0,115.65357142857144,115.65357142857144,0.0,14.475,100.75,7.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716,717,M,24,147,2,,,,,,3136.734642857143,,,,,,407.15857142857146,407.15857142857146,2.0,2.0,430.425,430.425,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,
717,718,F,2,13,1,,,1.0,,1.0,273.42857142857144,,,215.49,,1057.9571428571428,1075.4146428571428,826.0521428571428,13.0,10.0,873.9603571428571,826.0521428571428,382.14285714285717,0.0,35.714285714285715,24.0,15.0,3.0,0.0,1.0,1.0,0.0,0.0,8.301785714285714,0.0,0.0
718,719,F,35,95,1,,,,,,79.39892857142857,,,,,,250.00214285714287,250.00214285714287,2.0,2.0,303.35714285714283,303.35714285714283,32.142857142857146,142.64285714285714,128.57142857142858,11.0,11.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
719,720,M,21,150,1,,,,,,0.0,,,,,,406.25107142857144,406.25107142857144,4.0,4.0,487.10714285714283,487.10714285714283,482.14285714285717,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.1575
720,721,F,67,82,1,1.0,,1.0,,,218.69464285714284,27896.886785714283,,526.4889285714286,,,1197.4842857142855,1190.4464285714287,6.0,5.0,1147.9,1147.9,178.57142857142858,151.95357142857142,813.875,17.0,17.0,1.0,4.0,11.0,0.0,1.0,0.0,0.0,4.464285714285714,0.0
721,722,F,26,83,1,1.0,6.0,,,,4933.748928571428,465.5371428571429,1942.857142857143,,,,334.5671428571428,0.0075,3.0,1.0,429.67857142857144,429.67857142857144,428.57142857142856,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,723,M,59,0,1,,,,,,444.29,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
723,724,F,39,176,1,,,,,,102.2325,,,,,,0.05035714285714286,0.05035714285714286,1.0,1.0,2.5303571428571425,2.5303571428571425,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,,
724,725,F,31,74,1,,20.0,,,,374.2242857142857,,0.0,,,,1156.5575000000001,1156.5575000000001,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5944642857142854,0.0,0.0
725,726,F,60,67,1,,,1.0,,,2963.085,,,260.87,,,1077.2414285714285,1023.6492857142857,19.0,16.0,1236.154642857143,1041.5064285714286,178.57142857142858,222.2357142857143,578.5714285714286,42.0,28.0,7.0,10.0,2.0,,,,,,
726,727,F,53,209,1,1.0,1.0,,,,48.93357142857143,35768.38857142857,14484.083928571428,,,,720.1192857142858,719.3360714285715,9.0,7.0,262.85714285714283,262.85714285714283,0.0,0.0,262.64285714285717,9.0,9.0,0.0,0.0,8.0,,,,,,
727,728,F,37,158,1,,,,,,1194.797142857143,,,,,,443.09785714285715,443.09785714285715,2.0,2.0,27.392857142857142,27.392857142857142,0.0,0.0,25.0,3.0,3.0,0.0,0.0,2.0,,,,,,
728,729,M,17,85,1,1.0,1.0,1.0,,,2082.3089285714286,0.0,0.0,0.0,,,1069.8657142857144,1069.8110714285715,6.0,5.0,4748.714285714285,4748.714285714285,0.0,0.0,462.7857142857143,14.0,14.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,3.5021428571428572,28.14892857142857
729,730,M,59,38,1,,,1.0,,,331.7296428571429,,,0.0,,,654.3382142857143,654.3382142857143,3.0,3.0,323.13178571428574,323.13178571428574,64.28571428571429,0.0,256.66749999999996,4.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,7.535714285714286,2.4285714285714284
730,731,F,21,181,1,,,,,,957.0071428571429,,,,,,886.7914285714286,886.7914285714286,3.0,3.0,820.6785714285714,820.6785714285714,817.8571428571429,0.0,0.0,11.0,11.0,6.0,0.0,0.0,,,,,,
731,732,M,43,63,3,1.0,6.0,,,,301.15607142857147,347.4171428571429,49993.39928571428,,,,329.63892857142855,328.8971428571429,3.0,2.0,450.15714285714284,450.15714285714284,0.0,315.90714285714284,129.71428571428572,9.0,9.0,0.0,4.0,4.0,1.0,0.0,1.0,3.0301785714285714,0.0,10.214285714285714
732,733,M,17,4,1,1.0,,,,,5.706785714285714,10778.983928571428,,,,,15.653571428571428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
733,734,M,64,134,1,1.0,,,,,69.51107142857143,57901.67928571429,,,,,9000.198214285714,8470.18857142857,17.0,14.0,11324.370714285715,7752.942142857143,3535.714285714286,402.9535714285715,3631.952857142857,37.0,35.0,6.0,5.0,20.0,0.0,1.0,0.0,0.0,4.501071428571429,0.0
734,735,M,23,53,1,,,,,,188.99464285714288,,,,,,326.2867857142857,326.2867857142857,6.0,6.0,339.9357142857143,339.9357142857143,214.28571428571428,104.75714285714285,16.5,20.0,20.0,6.0,8.0,1.0,1.0,0.0,0.0,4.37375,0.0,0.0
735,736,F,74,233,1,,,,,,285.7142857142857,,,,,,3392.118214285714,3392.118214285714,4.0,4.0,4963.694285714286,4963.694285714286,1607.142857142857,1889.9764285714284,1272.642857142857,48.0,48.0,5.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
736,737,F,55,31,3,,,,,,3175.264642857143,,,,,,357.1439285714286,357.1439285714286,2.0,2.0,404.0053571428571,404.0053571428571,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,738,M,49,123,1,,,,,,1953.7857142857142,,,,,,0.02107142857142857,0.02107142857142857,1.0,1.0,699.9214285714286,699.9214285714286,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,
738,739,M,69,55,1,1.0,8.0,1.0,,1.0,5519.308928571429,0.0,9824.236785714285,0.0,,3868.679642857143,208.4467857142857,150.00357142857143,4.0,2.0,287.00357142857143,282.575,0.0,211.18214285714288,0.0,7.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.138571428571429,7.785714285714286
739,740,F,71,1,1,,2.0,,,,314.6092857142857,,24739.06428571429,,,,420.7635714285714,420.7635714285714,2.0,2.0,876.5357142857143,876.5357142857143,857.1428571428571,0.0,17.857142857142858,6.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
740,741,M,67,77,1,,,,,,58.583928571428565,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,8.934285714285714,0.0
741,742,M,45,104,1,,,,,,267.54357142857145,,,,,,571.4289285714286,571.4289285714286,2.0,2.0,567.4142857142857,567.4142857142857,0.0,0.0,142.85714285714286,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
742,743,M,57,203,1,,,,,,1928.7057142857143,,,,,,1586.9685714285715,1586.9685714285715,3.0,3.0,1630.162857142857,1630.162857142857,285.7142857142857,341.40928571428566,596.9642857142857,39.0,39.0,3.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
743,744,M,33,107,2,,,,,1.0,7881.311071428571,,,,,9055.584642857142,1380.6439285714284,1296.8960714285713,4.0,3.0,1395.8942857142858,1384.6085714285714,71.42857142857143,247.00142857142856,868.75,37.0,35.0,2.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
744,745,M,26,76,1,,,1.0,,,3688.156785714286,,,0.0,,,901.9928571428571,901.9928571428571,2.0,2.0,1019.5714285714286,1019.5714285714286,785.7142857142857,0.0,231.25,6.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
745,746,M,46,163,1,,1.0,,,,16436.327142857142,,49030.41071428572,,,,0.0071428571428571435,0.0071428571428571435,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,747,M,31,20,1,,,1.0,,,43.13,,,1459.457142857143,,,1322.7310714285716,1322.7192857142857,18.0,17.0,1270.2,1243.0249999999999,535.7142857142857,75.90607142857142,624.4285714285714,36.0,33.0,3.0,3.0,24.0,1.0,0.0,1.0,0.25,0.0,3.892857142857143
747,748,F,67,181,1,,,1.0,,,1155.467142857143,,,0.0,,,13.119642857142859,13.065357142857142,5.0,2.0,62.90607142857142,49.83678571428572,35.714285714285715,10.678571428571429,0.0,8.0,5.0,1.0,1.0,0.0,,,,,,
748,749,M,30,9,1,,,,,,0.19178571428571428,,,,,,379.3646428571428,379.3646428571428,2.0,2.0,380.5357142857143,380.5357142857143,378.57142857142856,0.0,0.0,3.0,3.0,2.0,0.0,0.0,,,,,,
749,750,F,40,173,1,,,,,1.0,710.4925000000001,,,,,2893.026785714286,1056.9264285714285,1001.36,3.0,2.0,1376.6785714285713,1374.5714285714287,0.0,32.107142857142854,1124.0,17.0,16.0,0.0,1.0,13.0,,,,,,
750,751,M,59,20,1,,,,,,38.65571428571428,,,,,,470.90392857142854,470.90392857142854,3.0,3.0,1014.7607142857142,1014.7607142857142,357.14285714285717,490.11785714285713,165.21428571428572,9.0,9.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
751,752,M,58,37,1,1.0,,,,,60.11392857142857,14680.954285714284,,,,,1036.5678571428573,1034.4203571428573,3.0,2.0,1248.642857142857,1248.642857142857,0.0,182.67857142857142,1053.642857142857,7.0,7.0,0.0,2.0,3.0,,,,,,
752,753,M,45,52,1,,,,,,16357.576785714287,,,,,,215.17964285714285,215.17964285714285,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,754,F,36,196,1,,,,,,13.0425,,,,,,565.7867857142858,565.7867857142858,2.0,2.0,3.012857142857143,3.012857142857143,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,39.276785714285715,9.176785714285714
754,755,M,34,55,1,,11.0,,,,590.4103571428572,,2165.822857142857,,,,619.9271428571428,619.9271428571428,2.0,2.0,607.75,607.75,107.14285714285714,0.0,138.71428571428572,6.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
755,756,M,29,149,1,,3.0,1.0,1.0,1.0,1782.3600000000001,,2322.8010714285715,250.88035714285712,966.6189285714287,3141.9,5619.950714285714,4429.792857142857,37.0,30.0,6812.080357142857,4438.271428571429,867.8571428571429,911.5635714285714,832.8014285714286,86.0,53.0,6.0,23.0,14.0,,,,,,
756,757,F,50,108,1,,,,,,1202.2350000000001,,,,,,1183.3957142857143,1183.3957142857143,5.0,5.0,1117.882142857143,1117.882142857143,535.7142857142857,0.0,363.89285714285717,7.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,9.93982142857143,0.0,0.0
757,758,M,33,31,1,1.0,,,,,8826.644285714287,9129.4875,,,,,775.2871428571428,703.0092857142856,4.0,2.0,988.1264285714286,988.1264285714286,475.0,438.8764285714286,71.42857142857143,23.0,23.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
758,759,F,26,75,1,,,1.0,,,0.7842857142857144,,,0.0,,,624.5535714285714,624.5535714285714,2.0,2.0,283.0,283.0,53.57142857142857,144.10714285714286,81.92857142857143,21.0,21.0,1.0,14.0,5.0,,,,,,
759,760,F,44,92,1,5.0,,,,,21873.901785714286,3890.0499999999997,,,,,2937.7835714285716,2918.6635714285717,8.0,7.0,2046.1592857142857,2046.1592857142857,1285.7142857142858,541.3378571428572,218.46428571428572,25.0,25.0,4.0,12.0,8.0,,,,,,
760,761,F,44,13,1,1.0,,,,,128.38821428571427,0.0,,,,,838.6692857142858,731.4303571428571,7.0,5.0,716.1432142857142,573.2860714285714,78.57142857142857,117.46464285714286,375.82142857142856,21.0,20.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
761,762,M,38,103,1,,1.0,,,,1077.3460714285713,,0.0,,,,385.0521428571428,385.0521428571428,3.0,3.0,405.75,405.75,392.85714285714283,0.0,10.714285714285714,6.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.0
762,763,F,83,126,1,,,1.0,1.0,1.0,5292.1792857142855,,,0.0,1529.0589285714286,2906.9817857142857,938.5910714285714,880.9,7.0,2.0,642.75,635.1071428571429,500.0,0.0,16.071428571428573,10.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
763,764,F,51,36,1,2.0,,,,,13436.164285714285,8.710714285714285,,,,,2867.8067857142855,2857.153214285714,3.0,2.0,2395.308571428571,2395.308571428571,0.0,475.13,1920.0714285714287,39.0,39.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
764,765,F,44,66,2,,,,,,4.714285714285714,,,,,,504.00107142857144,504.00107142857144,4.0,4.0,558.9639285714286,558.9639285714286,0.0,92.49964285714285,463.07142857142856,11.0,11.0,0.0,5.0,5.0,,,,,,
765,766,M,32,95,1,,,,,,497.9189285714286,,,,,,25314.012857142858,25314.012857142858,5.0,5.0,398.39285714285717,398.39285714285717,0.0,0.0,396.0,6.0,6.0,0.0,0.0,5.0,,,,,,
766,767,F,58,9,1,2.0,3.0,,,,0.0,8036.430714285714,424.18642857142856,,,,1944.0467857142855,1942.9014285714286,5.0,4.0,3461.066071428572,1471.1553571428572,0.0,81.72678571428571,313.25,13.0,11.0,0.0,4.0,5.0,1.0,0.0,0.0,0.6869642857142857,0.0,0.0
767,768,M,19,67,1,,,,1.0,,1107.2435714285714,,,,992.4075,,2085.42,2077.2542857142857,9.0,6.0,1738.9032142857143,1737.474642857143,285.7142857142857,359.9389285714286,1087.5,15.0,13.0,2.0,6.0,3.0,,,,,,
768,769,F,31,64,1,1.0,,,,,265.35285714285715,6097.246428571429,,,,,2.4914285714285715,0.0067857142857142855,2.0,1.0,864.3928571428571,864.3928571428571,0.0,0.0,861.8928571428571,8.0,8.0,0.0,0.0,7.0,,,,,,
769,770,M,37,80,1,,,,,,1.4082142857142856,,,,,,413.43,413.43,3.0,3.0,408.32142857142856,408.32142857142856,196.42857142857142,0.0,209.71428571428572,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.595357142857143,0.0,0.0
770,771,F,6,66,1,,2.0,,,,17.625714285714285,,0.0,,,,402.86678571428575,402.86678571428575,2.0,2.0,348.14285714285717,348.14285714285717,196.42857142857142,0.0,149.10714285714286,5.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
771,772,M,68,19,1,1.0,1.0,1.0,,,297.1175,9.593571428571428,0.0,0.0,,,151.33285714285714,150.25142857142856,4.0,2.0,151.03571428571428,151.03571428571428,0.0,0.0,141.5,6.0,6.0,0.0,0.0,4.0,,,,,,
772,773,F,68,42,1,,,,,,1693.1764285714287,,,,,,0.0025,0.0025,1.0,1.0,934.3582142857142,934.3582142857142,285.7142857142857,643.1071428571429,0.0,9.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,774,F,29,33,1,,,1.0,,2.0,83.05642857142857,,,0.0,,337.7471428571429,2256.2417857142855,1475.5832142857143,20.0,16.0,2208.9160714285713,1475.5832142857143,421.42857142857144,0.0,160.42857142857142,30.0,15.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
774,775,M,40,151,2,2.0,1.0,1.0,,1.0,116.17357142857144,3774.253928571429,579084.1078571428,0.0,,277.0864285714286,8126.133928571428,3868.279285714286,39.0,24.0,8018.566785714285,3906.680714285714,342.85714285714283,203.72678571428574,1166.0475000000001,57.0,27.0,2.0,5.0,10.0,1.0,0.0,1.0,1.9960714285714285,0.0,19.035714285714285
775,776,M,33,152,2,1.0,1.0,,,,0.0,10977.926785714286,11162.439642857144,,,,393.0678571428571,392.89428571428573,4.0,3.0,339.42571428571426,339.42571428571426,0.0,0.0,334.7471428571429,9.0,9.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,3.1489285714285713
776,777,F,5,22,1,,,,,,484.5646428571428,,,,,,1864.1025000000002,1864.1025000000002,8.0,8.0,1372.8700000000001,1372.8700000000001,96.42857142857143,492.6914285714286,780.1785714285714,36.0,36.0,3.0,20.0,10.0,1.0,0.0,1.0,0.99125,0.0,12.438571428571427
777,778,M,50,150,1,,,1.0,,,3821.465,,,0.0,,,661.5914285714287,472.1646428571429,8.0,6.0,633.3092857142857,446.8592857142857,71.42857142857143,126.27142857142857,54.87535714285714,14.0,10.0,1.0,2.0,3.0,,,,,,
778,779,M,44,132,1,,,1.0,,,567.8696428571428,,,0.0,,,3300.0767857142855,2348.7428571428572,29.0,27.0,3602.077857142857,2185.4785714285713,589.2857142857143,195.73749999999998,19.857142857142858,56.0,31.0,7.0,10.0,1.0,,,,,,
779,780,M,19,127,1,,,1.0,1.0,,184.80964285714285,,,0.0,641.7617857142858,,1239.3803571428573,789.2299999999999,23.0,16.0,1109.3167857142857,760.6585714285713,142.85714285714286,0.0,164.82142857142858,32.0,15.0,5.0,0.0,5.0,,,,,,
780,781,M,51,188,1,1.0,,,,,347.4175,3836.2682142857143,,,,,1865.6825000000001,1865.6803571428572,6.0,5.0,3002.8253571428572,3002.8253571428572,71.42857142857143,69.69285714285715,2860.0075,16.0,16.0,2.0,1.0,12.0,,,,,,
781,782,M,75,22,1,2.0,2.0,,,,323.6771428571428,37651.5,69073.49214285714,,,,64.56892857142857,63.25642857142857,3.0,2.0,346.5678571428571,346.5678571428571,0.0,343.175,0.0,25.0,25.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,2.0010714285714286,0.0
782,783,M,26,102,1,,,,,,4765.473571428572,,,,,,530.9014285714286,530.9014285714286,2.0,2.0,600.9642857142857,600.9642857142857,0.0,0.0,597.5714285714286,6.0,6.0,0.0,0.0,5.0,,,,,,
783,784,F,30,88,1,,,,,,870.1514285714286,,,,,,824.4085714285713,824.4085714285713,3.0,3.0,1127.25,1127.25,892.8571428571429,231.35714285714286,0.0,15.0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,785,M,9,179,1,,,1.0,,,6478.5075,,,0.0,,,14587.096428571429,14092.655714285715,24.0,20.0,2603.0553571428572,2109.55,571.4285714285714,330.7521428571428,709.0,36.0,29.0,3.0,11.0,8.0,,,,,,
785,786,M,75,239,1,2.0,,,,,1016.5725,4112.396071428571,,,,,609.4010714285714,608.0382142857143,3.0,2.0,161.15142857142857,161.15142857142857,0.0,160.25857142857143,0.0,17.0,17.0,0.0,16.0,0.0,,,,,,
